School name,Region,District,Adress,Number students,Number teachers,Student teacher ratio,2010 - Type,2010 Cost,2011 Type,2011 Cost,2012 Type,2012 Cost,2013 Type,2013 Cost,2014 Type,2014 Cost
სსიპ - ომარ ასლანიძის სახელობის ქობულეთის მუნიციპალიტეტის სოფელ ჯიხანჯურის საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. ჯიხანჯური,247,23,10.74,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - რაულ მჟავანაძის სახელობის ქობულეთის მუნიციპალიტეტის სოფელ ლეღვას №2 საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. ლეღვა,135,25,5.4,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - ქალაქ ქობულეთის №1 საჯარო სკოლა,აჭარა,ქობულეთი,აღმაშენებლის ქ. №47,658,48,13.71,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - ქალაქ ქობულეთის №2 საჯარო სკოლა,აჭარა,ქობულეთი,რუსთაველის ქ. №136,927,61,15.2,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - ქალაქ ქობულეთის №5 საჯარო სკოლა,აჭარა,ქობულეთი,თხილაიშვილის ქ. №42-ა,314,32,9.81,,,კორპუსის მშენებლობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"["" თანხა "", ""9,474.12""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ ალამბრის საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. ალამბარი,207,29,7.14,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ აჭის საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. აჭი,26,14,1.86,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ აჭყვას საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. აჭყვა,117,22,5.32,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ აჭყვისთავის საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. აჭყვისთავი,134,26,5.15,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ ბობოყვათის საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. ბობოყვათი,392,37,10.59,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ ბუკნარის საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. ბუკნარი,61,17,3.59,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 29,867.01 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 29,867.01 ""]"
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ გვარას საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. გვარა,171,23,7.43,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ გორგაძეების საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. გორგაძეები,163,25,6.52,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ დაგვას საჯარო სკოლა,აჭარა,ქობულეთი,სოფ დაგვა,210,37,5.68,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ ზედა აჭყვას საჯარო სკოლა,აჭარა,ქობულეთი,სოფ. ზედა აჭყვა,67,19,3.53,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქობულეთის მუნიციპალიტეტის სოფელ ზედა კვირიკეს საჯარო სკოლა,აჭარა,ქობულეთი,სოფ ზედა კვირიკე,47,16,2.94,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
